Tissue Type,Dataset,Success,Accuracy,Macro F1,Weighted F1,Cost,Tokens,Time (seconds),Time (formatted)
lung,Qian2020,Y,0.6667155747927518,0.5637551775759816,0.6403021086475779,0.1263768,61482,380.108228,00:06:20
lung,Song2019,Y,0.5564295485636115,0.2355296891107917,0.6441868850188921,0.0565334,28153,138.967004,00:02:18
lung,Xing2021,N,,,,,,,
lung,Zilionis2019,N,,,,,,,
neuroendocrine,Dong2020,Y,0.11277405327052,0.033781656734078,0.022858166136572,0.2167792,109769,866.679521,00:14:26
neuroendocrine,Jansky2021,Y,0.5069246089950439,0.2570489899176434,0.5205928295635928,0.1011428,45448,355.945159,00:05:55
neuroendocrine,Kildisiute2021,Y,0.2290219540637834,0.0621149614961496,0.0853541391506691,0.1831951,77960,494.251444,00:08:14
neuroendocrine,Rao2020,Y,0.0734332137581768,0.1387294480796949,0.0833400292417202,0.1878536,100417,419.818548,00:06:59
ovarian,Geistlinger2020,Y,0.7618873534644537,0.5805544334448483,0.7486694605471294,0.2637745,120506,818.157462,00:13:38
ovarian,Izar2020,Y,0.0490359658880237,0.0186975346823363,0.0045842583643659,0.1952027,89737,422.209931,00:07:02
ovarian,Olalekan2021,Y,0.4385432473444613,0.3060545695067005,0.4248551085917177,0.1188803,57523,264.349626,00:04:24
ovarian,Olbrecht2021,Y,0.7016357547655847,0.5224674932956809,0.7180066582547875,0.1470205,68978,353.327783,00:05:53
ovarian,Qian2020,Y,0.7085127721078402,0.375,0.7085127721078402,0.1610994,80652,444.006067,00:07:24
ovarian,Shih2018,Y,0.2690802348336595,0.0644262301546369,0.1697289103361042,0.2107314,92505,509.907941,00:08:29
ovarian,Tang-Huau2018,Y,0.9372917658257972,0.1382329972711398,0.9676309808979792,0.14627030000000002,61030,447.53774,00:07:27
ovarian,Zhang2022,Y,0.0,0.0,0.0,0.23448040000000003,109655,612.159593,00:10:12
pancreas,Lin2020,Y,0.0,0.0,0.0,0.46809510000000004,232638,1059.721088,00:17:39
pancreas,Moncada2020,Y,0.2495217272478819,0.3351358972645964,0.1776734180614753,0.13626690000000002,65112,354.603299,00:05:54
pancreas,Peng2019,Y,0.1219189353557757,0.1294300657816422,0.1376609596755528,0.21446920000000003,97649,645.3741,00:10:45
pancreas,Raghavan2021,Y,0.0,0.0,0.0,0.21648440000000002,105064,661.29561,00:11:01
pancreas,Steele2020,Y,0.688923203623636,0.6154697752733007,0.6888771696193688,0.1389025,59936,333.188409,00:05:33
prostate,Chen2021,Y,0.0890347023940259,0.0233587472854369,0.0145581737899929,0.12298,56510,316.623191,00:05:16
prostate,Dong2020,N,,,,,,,
prostate,He2021,N,,,,,,,
prostate,Song2022,Y,0.3376259025893391,0.5135681608826982,0.3573632150311037,0.1104928,52604,275.615988,00:04:35
scarcoma,Jerby-Arnon2021,Y,0.0801240310077519,0.0296721593845093,0.0118872650929569,0.1722512,76288,418.1419,00:06:58
skin,Ji2020,Y,0.3785399883730587,0.1223295759527643,0.3866268866753924,0.1498992,72726,551.653025,00:09:11
skin,Li2019,Y,0.4498187295751634,0.227283064160685,0.3638866833855163,0.25628460000000003,127071,691.936335,00:11:31
skin,Paulson2020,Y,0.334140744518103,0.1252269469660774,0.1673737011718964,0.2076228,100860,736.60512,00:12:16
skin,Yost2019,N,,,,,,,
